geneSet	description	enrichmentRatio	pValue	FDR	alpha	lin	tr	sample_id
GO:0050839	cell adhesion molecule binding	2.19725044829647	0.0771611068106213	0.973087291445057	0	0	0	YG3
GO:0000790	nuclear chromatin	2.46401340594889	0.0793180602770658	0.973254036913186	0	0	0	YG3
GO:0005200	structural constituent of cytoskeleton	4.15954738330976	0.0835358305721808	0.998033344204476	0	0	0	YG3
GO:0030133	transport vesicle	14.7433155080214	0.00083119559998468	0.25272754344129	0	9	9	YG3
GO:0048018	receptor ligand activity	11.7820512820513	0.00159202754737686	0.25272754344129	0	9	9	YG3
GO:0098552	side of membrane	11.4636174636175	0.00172289159456152	0.25272754344129	0	9	9	YG3
GO:0042383	sarcolemma	27.4328358208955	0.00222667439155322	0.25272754344129	0	9	9	YG3
GO:0005126	cytokine receptor binding	13.4160583941606	0.00899526437344234	0.645315995964187	0	9	9	YG3
GO:0031045	dense core granule	91.9	0.010832297850593	0.645315995964187	0	9	9	YG3
GO:0005788	endoplasmic reticulum lumen	12.0130718954248	0.0111255796417322	0.645315995964187	0	9	9	YG3
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	87.5238095238095	0.0113712069773425	0.645315995964187	0	9	9	YG3
GO:0048018	receptor ligand activity	1.98335131802066	1.23116784989108e-07	5.5895020385055e-05	0	3	3	YG3
GO:0031012	extracellular matrix	1.90109250759584	4.58027784588921e-07	0.000103972307101685	0	3	3	YG3
GO:0003779	actin binding	1.89882390078486	3.78049893257071e-06	0.000572115505129034	0	3	3	YG3
GO:0015629	actin cytoskeleton	1.80347416825352	6.98620843919695e-06	0.000792934657848854	0	3	3	YG3
GO:0098858	actin-based cell projection	2.24367516759407	2.50454725682081e-05	0.0022741289091933	0	3	3	YG3
GO:0005516	calmodulin binding	2.07189378757515	0.00024410141554343	0.0184703404427862	0	3	3	YG3
GO:0008307	structural constituent of muscle	3.34851521224267	0.000589532445519181	0.0382353900379583	0	3	3	YG3
GO:0016323	basolateral plasma membrane	1.90989386179767	0.000723134636645972	0.0410378906296589	0	3	3	YG3
GO:0005085	guanyl-nucleotide exchange factor activity	1.70173782214886	0.000907685652921542	0.0413858553338704	0	3	3	YG3
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1.59280723609381	0.000911582716605075	0.0413858553338704	0	3	3	YG3
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	2.94669338677355	0.00100485910999404	0.0414732759942994	0	3	3	YG3
GO:0016328	lateral plasma membrane	2.89407386200973	0.00117517582902127	0.044460818864638	0	3	3	YG3
GO:0098978	glutamatergic synapse	1.64172917263098	0.00153605053486972	0.0496777584681181	0	3	3	YG3
GO:0098862	cluster of actin-based cell projections	2.06062474599549	0.00158925172657298	0.0496777584681181	0	3	3	YG3
GO:0099572	postsynaptic specialization	1.6466815984911	0.00166087112888746	0.0496777584681181	0	3	3	YG3
GO:0098984	neuron to neuron synapse	1.6418526201964	0.00175075800768698	0.0496777584681181	0	3	3	YG3
GO:0005539	glycosaminoglycan binding	1.81645482746315	0.00188669923779616	0.0503859678799681	0	3	3	YG3
GO:0031253	cell projection membrane	1.62727843747196	0.00233284783264121	0.0558502982623052	0	3	3	YG3
GO:0005201	extracellular matrix structural constituent	1.95824560513432	0.00233734728410528	0.0558502982623052	0	3	3	YG3
GO:0016298	lipase activity	2.04001849853553	0.00297246656044226	0.0632266322385561	0	3	3	YG3
GO:0045177	apical part of cell	1.57156980627923	0.00298821586835163	0.0632266322385561	0	3	3	YG3
GO:0098793	presynapse	1.49469954401557	0.00306384561508422	0.0632266322385561	0	3	3	YG3
GO:0005496	steroid binding	2.24204931602335	0.00351923381574304	0.067569508330886	0	3	3	YG3
GO:0030215	semaphorin receptor binding	3.84351311318289	0.00357195638753582	0.067569508330886	0	3	3	YG3
GO:0005911	cell-cell junction	1.50341499325181	0.00397809603265431	0.0722422239530023	0	3	3	YG3
GO:0016209	antioxidant activity	2.28017940643191	0.00416655276525801	0.0727544213625822	0	3	3	YG3
GO:0004497	monooxygenase activity	2.17124775867525	0.00472999249632888	0.0795339479012338	0	3	3	YG3
GO:0030133	transport vesicle	1.53637756797016	0.00491514457977105	0.0796955585434306	0	3	3	YG3
GO:0043292	contractile fiber	1.70253395680249	0.00544961457376769	0.0853146557410528	0	3	3	YG3
GO:0019838	growth factor binding	1.92175655659144	0.00564324731927568	0.0854011427650386	0	3	3	YG3
GO:1901681	sulfur compound binding	1.65751503006012	0.0066911051764984	0.0960497990205876	0	3	3	YG3
GO:0045178	basal part of cell	2.60002357656489	0.00677002988691366	0.0960497990205876	0	3	3	YG3
GO:0001664	G protein-coupled receptor binding	1.6062802296322	0.00780642201589532	0.107397442279287	0	3	3	YG3
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	1.78303103021329	0.0100504111657209	0.134202549095215	0	3	3	YG3
GO:0005126	cytokine receptor binding	1.55938153679622	0.0115352917316189	0.149629212747286	0	3	3	YG3
GO:0046906	tetrapyrrole binding	1.81499230344747	0.0121878420876919	0.150165334367986	0	3	3	YG3
GO:0043235	receptor complex	1.45102325863849	0.0122381439903425	0.150165334367986	0	3	3	YG3
GO:0009975	cyclase activity	3.34851521224267	0.0142333590884917	0.170051184899348	0	3	3	YG3
GO:0030547	receptor inhibitor activity	2.64446842402754	0.0147704768090644	0.171943499264493	0	3	3	YG3
GO:0019199	transmembrane receptor protein kinase activity	2.00084118854994	0.0205421474161343	0.227466705534755	0	3	3	YG3
GO:1990782	protein tyrosine kinase binding	2.00084118854994	0.0205421474161343	0.227466705534755	0	3	3	YG3
GO:0043178	alcohol binding	1.97644068625055	0.022322675910073	0.241297496742217	0	3	3	YG3
GO:1901618	organic hydroxy compound transmembrane transporter activity	2.39847136132731	0.0244954589288864	0.258626473342196	0	3	3	YG3
GO:0008237	metallopeptidase activity	1.59280723609381	0.0262270938503161	0.27061592291008	0	3	3	YG3
GO:0043198	dendritic shaft	2.52573718866304	0.0287508377906807	0.290064007932645	0	3	3	YG3
GO:1901682	sulfur compound transmembrane transporter activity	2.45557782231129	0.0325888660037471	0.321637938384808	0	3	3	YG3
GO:0044309	neuron spine	1.58803835215341	0.0345646314885975	0.333879631826026	0	3	3	YG3
GO:0046873	metal ion transmembrane transporter activity	1.33940608489707	0.0359403879405827	0.339755642683126	0	3	3	YG3
GO:0017147	Wnt-protein binding	2.38921085414071	0.0367444987577527	0.339755642683126	0	3	3	YG3
GO:0005507	copper ion binding	2.06785500826214	0.0375798099939417	0.339755642683126	0	3	3	YG3
GO:0042383	sarcolemma	1.64926868662699	0.0381663827683688	0.339755642683126	0	3	3	YG3
GO:0022803	passive transmembrane transporter activity	1.32182088465772	0.0406680321677991	0.355063203926554	0	3	3	YG3
GO:0042805	actinin binding	2.26668722059504	0.0460342835696241	0.38765538371008	0	3	3	YG3
GO:0060076	excitatory synapse	2.10478099055253	0.046108790132917	0.38765538371008	0	3	3	YG3
GO:0097223	sperm part	1.48114217853697	0.0553962990367287	0.448126358109595	0	3	3	YG3
GO:0016229	steroid dehydrogenase activity	2.3763656344948	0.0556760011444342	0.448126358109595	0	3	3	YG3
GO:0097060	synaptic membrane	1.30202731043482	0.0569045443342804	0.448126358109595	0	3	3	YG3
GO:0033612	receptor serine/threonine kinase binding	2.67881216979413	0.0579765723836607	0.448126358109595	0	3	3	YG3
GO:0004713	protein tyrosine kinase activity	1.48990115061584	0.0582366853049914	0.448126358109595	0	3	3	YG3
GO:0003707	steroid hormone receptor activity	1.94592959503913	0.065730796663658	0.487776797330971	0	3	3	YG3
GO:0098982	GABA-ergic synapse	1.76801603206413	0.0666420129677754	0.487776797330971	0	3	3	YG3
GO:0005319	lipid transporter activity	1.52415175177942	0.0674165260829638	0.487776797330971	0	3	3	YG3
GO:0005796	Golgi lumen	1.65375649257699	0.0679098602711128	0.487776797330971	0	3	3	YG3
GO:0022804	active transmembrane transporter activity	1.32005050563555	0.0687857914446877	0.487776797330971	0	3	3	YG3
GO:0005581	collagen trimer	1.69350194642158	0.0698358850804254	0.487776797330971	0	3	3	YG3
GO:0017171	serine hydrolase activity	1.4166795128719	0.0727179905892472	0.500211632235125	0	3	3	YG3
GO:0003774	motor activity	1.52791508943814	0.0741628275963211	0.502536175055668	0	3	3	YG3
GO:0005518	collagen binding	1.75921993240212	0.0827619951604972	0.552558026512731	0	3	3	YG3
GO:0043177	organic acid binding	1.38994971074224	0.0844558912658292	0.554189706139591	0	3	3	YG3
GO:0019825	oxygen binding	2.10478099055253	0.0854477520479545	0.554189706139591	0	3	3	YG3
GO:0030246	carbohydrate binding	1.33940608489707	0.0880225554418115	0.562848453106795	0	3	3	YG3
GO:0046332	SMAD binding	1.65751503006012	0.0917491657424754	0.571053840657778	0	3	3	YG3
GO:0031904	endosome lumen	2.04631485192607	0.0939733788292781	0.571053840657778	0	3	3	YG3
GO:0005788	endoplasmic reticulum lumen	1.30001178828245	0.0972728771729364	0.571053840657778	0	3	3	YG3
GO:0005770	late endosome	1.33940608489707	0.0989706138780569	0.571053840657778	0	3	3	YG3
GO:0048770	pigment granule	1.54350605973852	0.0993911605206915	0.571053840657778	0	3	3	YG3
GO:0016782	transferase activity, transferring sulfur-containing groups	1.68382479244203	0.100720515720823	0.571053840657778	0	3	3	YG3
GO:0099568	cytoplasmic region	1.23035214479063	0.100853565720158	0.571053840657778	0	3	3	YG3
GO:0030551	cyclic nucleotide binding	1.99100904511726	0.102915391340454	0.571053840657778	0	3	3	YG3
GO:0098685	Schaffer collateral - CA1 synapse	1.617087834205	0.103156374671791	0.571053840657778	0	3	3	YG3
GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	1.84168336673347	0.104465900145587	0.571053840657778	0	3	3	YG3
GO:0060589	nucleoside-triphosphatase regulator activity	1.27012645981618	0.105005751013098	0.571053840657778	0	3	3	YG3
GO:0044298	cell body membrane	2.18273584205448	0.106915366642976	0.571053840657778	0	3	3	YG3
GO:0046875	ephrin receptor binding	2.18273584205448	0.106915366642976	0.571053840657778	0	3	3	YG3
GO:1901567	fatty acid derivative binding	2.18273584205448	0.106915366642976	0.571053840657778	0	3	3	YG3
GO:0001917	photoreceptor inner segment	1.80409799190217	0.112608752705494	0.594469461956911	0	3	3	YG3
GO:0031252	cell leading edge	1.23716134559195	0.119917695757144	0.62289010863291	0	3	3	YG3
GO:0051427	hormone receptor binding	1.36124422758561	0.120736408721797	0.62289010863291	0	3	3	YG3
GO:0030165	PDZ domain binding	1.54187444656755	0.128262644445199	0.654283602001353	0	3	3	YG3
GO:0017048	Rho GTPase binding	1.34705983395362	0.137765956911927	0.694952715977943	0	3	3	YG3
GO:0005200	structural constituent of cytoskeleton	1.45875910236314	0.14695789214472	0.719815035415565	0	3	3	YG3
GO:0044306	neuron projection terminus	1.3779501448941	0.149458812366064	0.719815035415565	0	3	3	YG3
GO:0016528	sarcoplasm	1.53074981131093	0.150287381453379	0.719815035415565	0	3	3	YG3
GO:0031045	dense core granule	2.21002004008016	0.150622088908543	0.719815035415565	0	3	3	YG3
GO:0036019	endolysosome	2.21002004008016	0.150622088908543	0.719815035415565	0	3	3	YG3
GO:0097730	non-motile cilium	1.36810764385915	0.155199836047674	0.733965891308793	0	3	3	YG3
GO:0005769	early endosome	1.21692352256135	0.162681768910911	0.745043199532513	0	3	3	YG3
GO:0031091	platelet alpha granule	1.45715607038252	0.16373867180384	0.745043199532513	0	3	3	YG3
GO:0004712	protein serine/threonine/tyrosine kinase activity	1.7131938295195	0.164583731951059	0.745043199532513	0	3	3	YG3
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	1.7131938295195	0.164583731951059	0.745043199532513	0	3	3	YG3
GO:0042611	MHC protein complex	2.10478099055253	0.167388560247393	0.745043199532513	0	3	3	YG3
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	2.10478099055253	0.167388560247393	0.745043199532513	0	3	3	YG3
GO:0004175	endopeptidase activity	1.18273243735177	0.170550369124385	0.751003548650945	0	3	3	YG3
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	1.36001233235702	0.172036055197573	0.751003548650945	0	3	3	YG3
GO:0001530	lipopolysaccharide binding	1.78587477986276	0.182822686741779	0.77721924440986	0	3	3	YG3
GO:0001965	G-protein alpha-subunit binding	2.0091091273456	0.184664137278508	0.77721924440986	0	3	3	YG3
GO:0035326	enhancer binding	1.33940608489707	0.185109673783732	0.77721924440986	0	3	3	YG3
GO:0070851	growth factor receptor binding	1.33940608489707	0.185109673783732	0.77721924440986	0	3	3	YG3
GO:0046982	protein heterodimerization activity	1.16482537725023	0.186601096124834	0.77721924440986	0	3	3	YG3
GO:1990351	transporter complex	1.19820363618804	0.188567250659462	0.778268470903597	0	3	3	YG3
GO:0035004	phosphatidylinositol 3-kinase activity	1.43741140818222	0.191667864225976	0.783938832059397	0	3	3	YG3
GO:0072562	blood microparticle	1.36420990128405	0.197179038946373	0.79927931858619	0	3	3	YG3
GO:0008013	beta-catenin binding	1.42009319844508	0.20046986030934	0.802830464915641	0	3	3	YG3
GO:0043025	neuronal cell body	1.15199947219542	0.201591790749743	0.802830464915641	0	3	3	YG3
GO:0005506	iron ion binding	1.29415587932622	0.205053040720192	0.809513743364932	0	3	3	YG3
GO:0098589	membrane region	1.18231524777951	0.213001994847327	0.833645738454195	0	3	3	YG3
GO:0052813	phosphatidylinositol bisphosphate kinase activity	1.39370633158208	0.235533713905363	0.913951334299444	0	3	3	YG3
GO:0070001	aspartic-type peptidase activity	1.76801603206413	0.238861269876216	0.919008614608491	0	3	3	YG3
GO:0019955	cytokine binding	1.27612705726413	0.243680643194303	0.922218798300436	0	3	3	YG3
GO:0031225	anchored component of membrane	1.23514094056376	0.243758272678529	0.922218798300436	0	3	3	YG3
GO:0016757	transferase activity, transferring glycosyl groups	1.17016704889924	0.251331570978426	0.942781863350559	0	3	3	YG3
GO:0005342	organic acid transmembrane transporter activity	1.23571012993729	0.253747947152738	0.942781863350559	0	3	3	YG3
GO:0031594	neuromuscular junction	1.35702984917203	0.256354476363857	0.942781863350559	0	3	3	YG3
GO:0071814	protein-lipid complex binding	1.70001541544628	0.257499892192664	0.942781863350559	0	3	3	YG3
GO:0032947	protein-containing complex scaffold activity	1.30964150523269	0.266145805248024	0.964125656768957	0	3	3	YG3
GO:0010008	endosome membrane	1.11859293424159	0.267576724125305	0.964125656768957	0	3	3	YG3
GO:0008066	glutamate receptor activity	1.63705188154086	0.276322957886375	0.971208721020711	0	3	3	YG3
GO:0015101	organic cation transmembrane transporter activity	1.63705188154086	0.276322957886375	0.971208721020711	0	3	3	YG3
GO:0001533	cornified envelope	1.36001233235702	0.27818261206059	0.971208721020711	0	3	3	YG3
GO:0048037	cofactor binding	1.10800462714046	0.279959580589852	0.971208721020711	0	3	3	YG3
GO:0005802	trans-Golgi network	1.16829253220097	0.280238639765888	0.971208721020711	0	3	3	YG3
GO:0004896	cytokine receptor activity	1.28117103772763	0.285985050667707	0.983615250023782	0	3	3	YG3
GO:0042581	specific granule	1.19709418837675	0.290864631350986	0.992876260401111	0	3	3	YG3
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	1.5785857429144	0.295273708012903	0.992994543984134	0	3	3	YG3
GO:0042287	MHC protein binding	1.5785857429144	0.295273708012903	0.992994543984134	0	3	3	YG3
GO:0044441	ciliary part	1.10501002004008	0.299267834084416	0.994578785810087	0	3	3	YG3
GO:0005543	phospholipid binding	1.10858610424733	0.300152873334968	0.994578785810087	0	3	3	YG3
GO:0001221	transcription cofactor binding	1.43741140818222	0.302316899651524	0.994578785810087	0	3	3	YG3
GO:0000793	condensed chromosome	21.9790732436472	1.21260779195609e-11	4.89285445492982e-09	0	6	6	YG3
GO:0005819	spindle	16.4373983739837	2.15544249115851e-11	4.89285445492982e-09	0	6	6	YG3
GO:0030496	midbody	22.9302144249513	1.33631428145264e-09	2.02228894593167e-07	0	6	6	YG3
GO:0005874	microtubule	12.1923714759536	3.8464689211537e-09	4.36574222550945e-07	0	6	6	YG3
GO:0098687	chromosomal region	11.8461228600201	2.30249512567227e-07	2.09066557411042e-05	0	6	6	YG3
GO:0019207	kinase regulator activity	12.0130718954248	5.25864810828614e-05	0.00397904373526984	0	6	6	YG3
GO:0015631	tubulin binding	7.63447559709242	0.000437268342649233	0.0265979026526058	0	6	6	YG3
GO:0044815	DNA packaging complex	19.6053333333333	0.000468685509297018	0.0265979026526058	0	6	6	YG3
GO:0008022	protein C-terminus binding	10.4841354723708	0.000535940037331484	0.0270351974387215	0	6	6	YG3
GO:0000217	DNA secondary structure binding	40.8444444444444	0.00108009506612383	0.049036316002022	0	6	6	YG3
GO:0061695	transferase complex, transferring phosphorus-containing groups	7.71863517060367	0.00167358938088213	0.0690735980836808	0	6	6	YG3
GO:0000151	ubiquitin ligase complex	7.18144078144078	0.00217780952641911	0.0823937937495228	0	6	6	YG3
GO:0097472	cyclin-dependent protein kinase activity	26.4936936936937	0.00256375274129428	0.0895341341959694	0	6	6	YG3
GO:0000790	nuclear chromatin	5.74936461388074	0.00483700354531558	0.156857114969519	0	6	6	YG3
GO:0044450	microtubule organizing center part	8.26067415730337	0.00556955883278565	0.168571980672312	0	6	6	YG3
GO:0045171	intercellular bridge	16.6146892655367	0.00640580569250437	0.181764736524812	0	6	6	YG3
GO:0042393	histone binding	7.65833333333333	0.00686571806929892	0.183355059027159	0	6	6	YG3
GO:0031491	nucleosome binding	14.4156862745098	0.0084322798779527	0.207240109232153	0	6	6	YG3
GO:0032153	cell division site	14.2067632850242	0.00867304421896675	0.207240109232153	0	6	6	YG3
GO:0000792	heterochromatin	12.8982456140351	0.0104437382034528	0.225783673541313	0	6	6	YG3
GO:0003725	double-stranded RNA binding	12.8982456140351	0.0104437382034528	0.225783673541313	0	6	6	YG3
GO:0004674	protein serine/threonine kinase activity	4.36644394951745	0.0125370898046111	0.24962630232713	0	6	6	YG3
GO:0017053	transcriptional repressor complex	11.6698412698413	0.0126462664174537	0.24962630232713	0	6	6	YG3
GO:0032182	ubiquitin-like protein binding	10.4283687943262	0.0156585375043186	0.296207334456693	0	6	6	YG3
GO:0031490	chromatin DNA binding	9.24779874213836	0.0196375115178595	0.356617209164329	0	6	6	YG3
GO:0044389	ubiquitin-like protein ligase binding	4.93422818791946	0.0223395242565362	0.390082462017978	0	6	6	YG3
GO:0005875	microtubule associated complex	6.62342342342342	0.0364184329874935	0.612369206530446	0	6	6	YG3
GO:0043073	germ cell nucleus	24.5066666666667	0.040049297384408	0.649370750447187	0	6	6	YG3
GO:0032993	protein-DNA complex	6.01390593047035	0.0433822703442036	0.665380270534698	0	6	6	YG3
GO:0070840	dynein complex binding	22.2787878787879	0.0439678592864338	0.665380270534698	0	6	6	YG3
GO:0000803	sex chromosome	16.3377777777778	0.0594880485717153	0.871212066179314	0	6	6	YG3
GO:0000791	euchromatin	14.8525252525253	0.065245094088665	0.894946411734478	0	6	6	YG3
GO:0001530	lipopolysaccharide binding	14.8525252525253	0.065245094088665	0.894946411734478	0	6	6	YG3
GO:0061134	peptidase regulator activity	4.64581358609795	0.0685784816349594	0.894946411734478	0	6	6	YG3
GO:0046982	protein heterodimerization activity	3.14188034188034	0.0689936661028783	0.894946411734478	0	6	6	YG3
GO:0050839	cell adhesion molecule binding	3.07615062761506	0.0725380582294799	0.914785512116219	0	6	6	YG3
GO:0008536	Ran GTPase binding	12.8982456140351	0.0747645501196855	0.917381236603709	0	6	6	YG3
GO:0019894	kinesin binding	11.9544715447154	0.0804311686067382	0.960940803880503	0	6	6	YG3
GO:0004712	protein serine/threonine/tyrosine kinase activity	11.3984496124031	0.0841902605641161	0.980060981951505	0	6	6	YG3
GO:0001047	core promoter binding	10.8918518518519	0.087934495984175	0.998056529420387	0	6	6	YG3
GO:0005201	extracellular matrix structural constituent	93.0632911392405	1.2174845762658e-06	0.000552737997624675	0	2	2	YG3
GO:0031012	extracellular matrix	29.6451612903226	3.81589094698986e-05	0.00866207244966699	0	2	2	YG3
GO:0005581	collagen trimer	112.674329501916	0.00010342376645589	0.015651463323658	0	2	2	YG3
GO:0019838	growth factor binding	71.0338164251208	0.000260731130180103	0.0295929832754417	0	2	2	YG3
GO:0005788	endoplasmic reticulum lumen	32.0348583877996	0.0012772405116187	0.115973438454978	0	2	2	YG3
GO:0017147	Wnt-protein binding	132.468468468468	0.00753049744293721	0.569807639848916	0	2	2	YG3
GO:0003725	double-stranded RNA binding	58.0421052631579	1.55143493858478e-05	0.00704351462117492	0	8	8	YG3
GO:0003727	single-stranded RNA binding	33.4181818181818	0.00154460874108453	0.350626184226188	0	8	8	YG3
GO:0004386	helicase activity	19.6053333333333	0.00440878235028763	0.667195729010195	0	8	8	YG3
GO:0019867	outer membrane	14.2757281553398	0.00816263795202898	0.92645940755529	0	8	8	YG3
GO:0019838	growth factor binding	106.550724637681	8.74496755010057e-05	0.0397021526774566	0	7	7	YG3
GO:0005518	collagen binding	82.2985074626866	4.98199111664821e-06	0.00226182396695829	0	10	10	YG3
GO:0005201	extracellular matrix structural constituent	34.8987341772152	6.55282553951864e-05	0.0121635187155005	0	10	10	YG3
GO:0031012	extracellular matrix	14.8225806451613	8.0375674331501e-05	0.0121635187155005	0	10	10	YG3
GO:0061134	peptidase regulator activity	17.4218009478673	0.00542096822899529	0.615279893990966	0	10	10	YG3
GO:0031012	extracellular matrix	1.84611431641401	1.33531532497955e-08	6.06233157540714e-06	0.3	0	0	YG3
GO:0048018	receptor ligand activity	1.82006102353677	8.12153657658854e-08	1.8435888028856e-05	0.3	0	0	YG3
GO:1901681	sulfur compound binding	1.99637943519189	4.96537203553693e-06	0.000751426301377922	0.3	0	0	YG3
GO:0098858	actin-based cell projection	1.99975740377936	3.22756517303624e-05	0.00366328647139613	0.3	0	0	YG3
GO:0005539	glycosaminoglycan binding	1.8961046690407	6.85096128585361e-05	0.00622067284755508	0.3	0	0	YG3
GO:0005201	extracellular matrix structural constituent	2.02165006095381	0.000142157817403676	0.0102763700686565	0.3	0	0	YG3
GO:0030547	receptor inhibitor activity	3.27610984236618	0.000158446234538756	0.0102763700686565	0.3	0	0	YG3
GO:0003779	actin binding	1.55009254474724	0.000357894622827093	0.0203105198454375	0.3	0	0	YG3
GO:0005126	cytokine receptor binding	1.63207661855103	0.00102273392299479	0.0509862629338709	0.3	0	0	YG3
GO:0015629	actin cytoskeleton	1.45793684893682	0.00112304543907205	0.0509862629338709	0.3	0	0	YG3
GO:0030133	transport vesicle	1.50885005440528	0.00156742999643278	0.064692110761862	0.3	0	0	YG3
GO:0098793	presynapse	1.43287412877817	0.00188678092005568	0.0679930167208219	0.3	0	0	YG3
GO:0005516	calmodulin binding	1.71910451363746	0.00194693660213807	0.0679930167208219	0.3	0	0	YG3
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1.43883202536352	0.00251162110251646	0.0814482843244623	0.3	0	0	YG3
GO:0003707	steroid hormone receptor activity	2.41072233683549	0.00315434007729865	0.0879539131149537	0.3	0	0	YG3
GO:0000793	condensed chromosome	1.62336384565678	0.00320608215832152	0.0879539131149537	0.3	0	0	YG3
GO:0005518	collagen binding	2.22482086309942	0.00329342846465686	0.0879539131149537	0.3	0	0	YG3
GO:0043198	dendritic shaft	2.73789179683459	0.00412065034120512	0.100025650471804	0.3	0	0	YG3
GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	2.44001930967898	0.00418609550432658	0.100025650471804	0.3	0	0	YG3
GO:0005581	collagen trimer	1.95813461842576	0.00658440601200749	0.14946601647257	0.3	0	0	YG3
GO:0098862	cluster of actin-based cell projections	1.71251196305505	0.00730711876540635	0.157972948547356	0.3	0	0	YG3
GO:0008237	metallopeptidase activity	1.61149186840715	0.00776180683094885	0.160175468238672	0.3	0	0	YG3
GO:0019838	growth factor binding	1.69740473716798	0.00949359720520448	0.173053946464055	0.3	0	0	YG3
GO:0016298	lipase activity	1.71995766724224	0.00958919086474741	0.173053946464055	0.3	0	0	YG3
