geneSet	description	enrichmentRatio	pValue	FDR	alpha	lin	tr	sample_id
GO:0071814	protein-lipid complex binding	18.8512820512821	0.0517586480483587	0.664643963762399	0	1	1	YG2
GO:0008022	protein C-terminus binding	5.24206773618538	0.0554604158787235	0.664643963762399	0	1	1	YG2
GO:0016701	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen	17.5047619047619	0.0556309925616105	0.664643963762399	0	1	1	YG2
GO:0043425	bHLH transcription factor binding	17.5047619047619	0.0556309925616105	0.664643963762399	0	1	1	YG2
GO:0043548	phosphatidylinositol 3-kinase binding	16.3377777777778	0.0594880485717153	0.690422935044614	0	1	1	YG2
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	3.31171171171171	0.0608302145413757	0.690422935044614	0	1	1	YG2
GO:0008180	COP9 signalosome	14.4156862745098	0.067156528018005	0.728444753737366	0	1	1	YG2
GO:0061134	peptidase regulator activity	4.64581358609795	0.0685784816349594	0.728444753737366	0	1	1	YG2
GO:0046982	protein heterodimerization activity	3.14188034188034	0.0689936661028783	0.728444753737366	0	1	1	YG2
GO:0031904	endosome lumen	13.6148148148148	0.0709680673869257	0.732261422583279	0	1	1	YG2
GO:0043531	ADP binding	12.5675213675214	0.0766571632041267	0.75662897566494	0	1	1	YG2
GO:0043292	contractile fiber	4.35674074074074	0.0766628477545974	0.75662897566494	0	1	1	YG2
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	11.3984496124031	0.0841902605641161	0.813242091406568	0	1	1	YG2
GO:0008307	structural constituent of muscle	11.1393939393939	0.086064231792755	0.814024192373141	0	1	1	YG2
GO:1990841	promoter-specific chromatin binding	10.6550724637681	0.0898010602191484	0.832034313050885	0	1	1	YG2
GO:0050840	extracellular matrix binding	8.91151515151515	0.106434802183369	0.966428003824991	0	1	1	YG2
GO:0005507	copper ion binding	8.59883040935672	0.110091081769668	0.980026492616257	0	1	1	YG2
GO:0005811	lipid droplet	38.1922077922078	0.00118537273135511	0.348812147584133	0	0	0	YG2
GO:0004857	enzyme inhibitor activity	12.2533333333333	0.00153661739023847	0.348812147584133	0	0	0	YG2
GO:0099568	cytoplasmic region	9.20918580375783	0.00347437660644623	0.525788993108863	0	0	0	YG2
GO:0048018	receptor ligand activity	2.2166640448849	2.78469358683253e-10	1.26425088842197e-07	0	8	8	YG2
GO:0031012	extracellular matrix	2.09152978428656	3.456425590187e-09	7.84608608972448e-07	0	8	8	YG2
GO:0022803	passive transmembrane transporter activity	1.77653676283041	2.62899992589105e-05	0.00397855322118179	0	8	8	YG2
GO:0046332	SMAD binding	3.00695296523517	6.16923482694709e-05	0.00518269447399176	0	8	8	YG2
GO:0060076	excitatory synapse	3.68198322273695	6.50202795144939e-05	0.00518269447399176	0	8	8	YG2
GO:0098978	glutamatergic synapse	1.84712825007304	7.03505303537577e-05	0.00518269447399176	0	8	8	YG2
GO:0003779	actin binding	1.75824218730935	7.99093861628686e-05	0.00518269447399176	0	8	8	YG2
GO:0046873	metal ion transmembrane transporter activity	1.70849600297453	0.000139138637659908	0.00789611768719978	0	8	8	YG2
GO:0019199	transmembrane receptor protein kinase activity	2.78421570855109	0.000255263722299448	0.0118257740629321	0	8	8	YG2
GO:0097060	synaptic membrane	1.67829932943359	0.000285341724257204	0.0118257740629321	0	8	8	YG2
GO:0019838	growth factor binding	2.28789899528763	0.000304502879845292	0.0118257740629321	0	8	8	YG2
GO:0005201	extracellular matrix structural constituent	2.18860500634206	0.000312575525892478	0.0118257740629321	0	8	8	YG2
GO:0043292	contractile fiber	1.93781413315156	0.000465240282674806	0.0162476221795663	0	8	8	YG2
GO:0004713	protein tyrosine kinase activity	2.02715930240573	0.000732049188268968	0.023739309391008	0	8	8	YG2
GO:0001664	G protein-coupled receptor binding	1.80869351292341	0.000820016534307078	0.0248191671050275	0	8	8	YG2
GO:0043235	receptor complex	1.63256284728677	0.00101943750783751	0.0289265392848892	0	8	8	YG2
GO:0098793	presynapse	1.52526599685842	0.00204300968855886	0.0545603763885719	0	8	8	YG2
GO:0016323	basolateral plasma membrane	1.80974021055821	0.00240209334147479	0.0605861320571974	0	8	8	YG2
GO:0005126	cytokine receptor binding	1.70101353872793	0.00261377117771	0.06245537445686	0	8	8	YG2
GO:0008237	metallopeptidase activity	1.86918697838943	0.0027593977831063	0.062638329676513	0	8	8	YG2
GO:0052813	phosphatidylinositol bisphosphate kinase activity	2.4380699718123	0.00333990449069177	0.0722055542273364	0	8	8	YG2
GO:0016229	steroid dehydrogenase activity	3.39494689623326	0.00361517029585046	0.0723699784722117	0	8	8	YG2
GO:0045177	apical part of cell	1.56361554192229	0.00366632049528826	0.0723699784722117	0	8	8	YG2
GO:0043025	neuronal cell body	1.48491504456058	0.00382821897020302	0.0724171421863405	0	8	8	YG2
GO:0016528	sarcoplasm	2.34308023265078	0.00466052784145488	0.0846351856008205	0	8	8	YG2
GO:1901681	sulfur compound binding	1.69141104294479	0.00514122398257599	0.0893729747151001	0	8	8	YG2
GO:0015629	actin cytoskeleton	1.46604553284288	0.00531513285750596	0.0893729747151001	0	8	8	YG2
GO:0005539	glycosaminoglycan binding	1.71629735458629	0.00575702475951945	0.0930649034742359	0	8	8	YG2
GO:0045178	basal part of cell	2.65319379285457	0.00594467445099745	0.0930649034742359	0	8	8	YG2
GO:0005085	guanyl-nucleotide exchange factor activity	1.55374469328261	0.00702305040576301	0.106282162807214	0	8	8	YG2
GO:0003707	steroid hormone receptor activity	2.55307327236949	0.00769180685086313	0.106733593917955	0	8	8	YG2
GO:0008307	structural constituent of muscle	2.73359360475925	0.0077401344725947	0.106733593917955	0	8	8	YG2
GO:0035004	phosphatidylinositol 3-kinase activity	2.20020948675744	0.00775816872090862	0.106733593917955	0	8	8	YG2
GO:0015077	monovalent inorganic cation transmembrane transporter activity	1.49560487799655	0.00840152439428565	0.111859253525395	0	8	8	YG2
GO:0031045	dense core granule	3.75869120654397	0.00862351073433665	0.111859253525395	0	8	8	YG2
GO:0004497	monooxygenase activity	2.05738887095038	0.0100012295081704	0.12612661657526	0	8	8	YG2
GO:0005581	collagen trimer	2.07376066567943	0.0122765795013968	0.144010078345786	0	8	8	YG2
GO:0016298	lipase activity	1.85043259399088	0.0124455537633497	0.144010078345786	0	8	8	YG2
GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	2.50579413769598	0.0130465745090893	0.144010078345786	0	8	8	YG2
GO:0051184	cofactor transmembrane transporter activity	3.41699200594906	0.013117561603931	0.144010078345786	0	8	8	YG2
GO:0030547	receptor inhibitor activity	2.69854753290336	0.0133225182610639	0.144010078345786	0	8	8	YG2
GO:0042805	actinin binding	2.69854753290336	0.0133225182610639	0.144010078345786	0	8	8	YG2
GO:0033267	axon part	1.44719661428431	0.0162705326840669	0.171786554385264	0	8	8	YG2
GO:0005516	calmodulin binding	1.64442740286299	0.0168730358586343	0.17409905181409	0	8	8	YG2
GO:0030133	transport vesicle	1.40699670833197	0.0256919427344589	0.259203155587652	0	8	8	YG2
GO:0031225	anchored component of membrane	1.62051357407884	0.0291095368649429	0.281035711620715	0	8	8	YG2
GO:0070851	growth factor receptor binding	1.70849600297453	0.0291761968495543	0.281035711620715	0	8	8	YG2
GO:0046875	ephrin receptor binding	2.78421570855109	0.0305832254291332	0.281035711620715	0	8	8	YG2
GO:0098984	neuron to neuron synapse	1.41088702181123	0.0307865670417381	0.281035711620715	0	8	8	YG2
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1.3544833176735	0.0309510695617528	0.281035711620715	0	8	8	YG2
GO:0042383	sarcolemma	1.68299606263163	0.032793644863532	0.291927740549873	0	8	8	YG2
GO:0005788	endoplasmic reticulum lumen	1.42486333319967	0.0343436555940266	0.299846531532463	0	8	8	YG2
GO:0098631	cell adhesion mediator activity	2.03861217982046	0.0405627372867106	0.347461938267294	0	8	8	YG2
GO:0044306	neuron projection terminus	1.62245663591826	0.0432510337887986	0.363629061853973	0	8	8	YG2
GO:0030139	endocytic vesicle	1.40463200798183	0.0464751456015435	0.381017663225448	0	8	8	YG2
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	2.8637647287954	0.0469977734375002	0.381017663225448	0	8	8	YG2
GO:1990351	transporter complex	1.35856308670264	0.0539323275103478	0.418466205382598	0	8	8	YG2
GO:0042629	mast cell granule	2.73359360475925	0.0545267094005156	0.418466205382598	0	8	8	YG2
GO:0033612	receptor serine/threonine kinase binding	2.73359360475925	0.0545267094005156	0.418466205382598	0	8	8	YG2
GO:0052742	phosphatidylinositol kinase activity	2.02391064967752	0.055303903795057	0.418466205382598	0	8	8	YG2
GO:0017171	serine hydrolase activity	1.44565046405537	0.061828824358334	0.460168627191535	0	8	8	YG2
GO:0016903	oxidoreductase activity, acting on the aldehyde or oxo group of donors	2.09787416179198	0.0634481047820655	0.464603864049319	0	8	8	YG2
GO:0098858	actin-based cell projection	1.4500534603926	0.0657952490881488	0.47414354104793	0	8	8	YG2
GO:0031252	cell leading edge	1.30071756765898	0.0694636360250259	0.487510263956089	0	8	8	YG2
GO:0043621	protein self-association	1.91351552333147	0.0708715361698279	0.487510263956089	0	8	8	YG2
GO:0050840	extracellular matrix binding	1.91351552333147	0.0708715361698279	0.487510263956089	0	8	8	YG2
GO:0005200	structural constituent of cytoskeleton	1.63744963453401	0.0719885976570248	0.487803333377452	0	8	8	YG2
GO:0005518	collagen binding	1.7951958001404	0.07552618958927	0.50390082190036	0	8	8	YG2
GO:0016328	lateral plasma membrane	1.87934560327198	0.0765840456192177	0.50390082190036	0	8	8	YG2
GO:0016247	channel regulator activity	1.51429286019038	0.0787017421410544	0.510437013314839	0	8	8	YG2
GO:0030276	clathrin binding	1.84637462777598	0.0825579390345663	0.527905694671734	0	8	8	YG2
GO:0005911	cell-cell junction	1.26142017815988	0.0853689316052907	0.538298540955583	0	8	8	YG2
GO:0031253	cell projection membrane	1.30151695510179	0.087505277619268	0.543698388012558	0	8	8	YG2
GO:0035254	glutamate receptor binding	1.91933167993734	0.0897147344402509	0.543698388012558	0	8	8	YG2
GO:0044309	neuron spine	1.4404565102923	0.0898180156408411	0.543698388012558	0	8	8	YG2
GO:0098862	cluster of actin-based cell projections	1.47193501794729	0.0940647745541592	0.561913258520898	0	8	8	YG2
GO:0030551	cyclic nucleotide binding	2.03172497651025	0.0963914547982347	0.565055969907096	0	8	8	YG2
GO:0051018	protein kinase A binding	1.87934560327198	0.0970801005567257	0.565055969907096	0	8	8	YG2
GO:0099572	postsynaptic specialization	1.28237699987971	0.100427260556239	0.577138940411805	0	8	8	YG2
GO:0072562	blood microparticle	1.5313186397031	0.103788254626207	0.588998345003725	0	8	8	YG2
GO:0042578	phosphoric ester hydrolase activity	1.25966948543636	0.109031809958512	0.611116564458821	0	8	8	YG2
GO:0072341	modified amino acid binding	1.57340562134399	0.117221529076406	0.649007002447421	0	8	8	YG2
GO:0002020	protease binding	1.45497724124283	0.122158716458997	0.668193461113067	0	8	8	YG2
GO:0098982	GABA-ergic synapse	1.60370824812543	0.124327675286217	0.671961483094552	0	8	8	YG2
GO:0097223	sperm part	1.35233334415339	0.126108881096246	0.673569788443477	0	8	8	YG2
GO:0030427	site of polarized growth	1.35856308670264	0.140137589126687	0.727319459337441	0	8	8	YG2
GO:0004175	endopeptidase activity	1.20691919476182	0.142175546939515	0.727319459337441	0	8	8	YG2
GO:0043073	germ cell nucleus	2.25521472392638	0.144182271674823	0.727319459337441	0	8	8	YG2
GO:0030506	ankyrin binding	2.25521472392638	0.144182271674823	0.727319459337441	0	8	8	YG2
GO:1901338	catecholamine binding	2.25521472392638	0.144182271674823	0.727319459337441	0	8	8	YG2
GO:0099568	cytoplasmic region	1.19273708433128	0.146845316204622	0.732612896229651	0	8	8	YG2
GO:0004712	protein serine/threonine/tyrosine kinase activity	1.74822846815998	0.155085023528535	0.75310755694451	0	8	8	YG2
GO:0016614	oxidoreductase activity, acting on CH-OH group of donors	1.38782444549316	0.155853898507194	0.75310755694451	0	8	8	YG2
GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	1.64015616285555	0.156964695556777	0.75310755694451	0	8	8	YG2
GO:0005496	steroid binding	1.47079221125633	0.157588585704248	0.75310755694451	0	8	8	YG2
GO:0044183	protein binding involved in protein folding	2.14782354659655	0.16037968804771	0.753883574523674	0	8	8	YG2
GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	1.34067966602842	0.161389465686618	0.753883574523674	0	8	8	YG2
GO:0004857	enzyme inhibitor activity	1.21113383321972	0.164002856044137	0.753883574523674	0	8	8	YG2
GO:0017022	myosin binding	1.54769637916516	0.164723580049641	0.753883574523674	0	8	8	YG2
GO:0019840	isoprenoid binding	1.70849600297453	0.16605365077614	0.753883574523674	0	8	8	YG2
GO:0005319	lipid transporter activity	1.34794443269163	0.167722531693615	0.753921083058426	0	8	8	YG2
GO:0003924	GTPase activity	1.23151657279256	0.169897048981784	0.756208433703234	0	8	8	YG2
GO:0005507	copper ion binding	1.58260682380799	0.176498895256897	0.773080438267726	0	8	8	YG2
GO:0001965	G-protein alpha-subunit binding	2.05019520356944	0.177093316255162	0.773080438267726	0	8	8	YG2
GO:0038024	cargo receptor activity	1.44913395914948	0.186050103668547	0.804445210147813	0	8	8	YG2
GO:0140103	catalytic activity, acting on a glycoprotein	1.96105628167511	0.194257399624151	0.827555946305775	0	8	8	YG2
GO:0044325	ion channel binding	1.34457246412955	0.195040718622727	0.827555946305775	0	8	8	YG2
GO:0017124	SH3 domain binding	1.31255883403123	0.216652955310356	0.910744830656498	0	8	8	YG2
GO:0001917	photoreceptor inner segment	1.53415967614039	0.224976598179347	0.937058491499297	0	8	8	YG2
GO:0017147	Wnt-protein binding	1.6253799812082	0.229846258668868	0.942738852574908	0	8	8	YG2
GO:0104005	hijacked molecular function	1.40324471710975	0.230493419902676	0.942738852574908	0	8	8	YG2
GO:0030667	secretory granule membrane	1.18020338225954	0.232797892790228	0.943662886846104	0	8	8	YG2
GO:0061134	peptidase regulator activity	1.2113317632464	0.239735462497791	0.963184955522099	0	8	8	YG2
GO:0016776	phosphotransferase activity, phosphate group as acceptor	1.58260682380799	0.244504187267287	0.970051205274735	0	8	8	YG2
GO:0043177	organic acid binding	1.20561793417448	0.245717816314085	0.970051205274735	0	8	8	YG2
GO:0016798	hydrolase activity, acting on glycosyl bonds	1.28502263471589	0.250910849125477	0.982013150887644	0	8	8	YG2
GO:0030055	cell-substrate junction	8.67300744673007	2.61666552803241e-06	0.00118796614972672	0	5	5	YG2
GO:0050840	extracellular matrix binding	32.4055096418733	6.61349761732488e-06	0.00150126395913275	0	5	5	YG2
GO:0031012	extracellular matrix	7.18670576735093	1.04496605156656e-05	0.0015813819580374	0	5	5	YG2
GO:0005201	extracellular matrix structural constituent	14.1004986574607	2.50240919018596e-05	0.00284023443086107	0	5	5	YG2
GO:0043209	myelin sheath	11.2803989259685	0.000411941227842716	0.0338521365561835	0	5	5	YG2
GO:0005518	collagen binding	19.9511533242877	0.000447385064619166	0.0338521365561835	0	5	5	YG2
GO:0033218	amide binding	6.31127135376427	0.00105795982907952	0.0620704064964421	0	5	5	YG2
GO:0031091	platelet alpha granule	14.6893106893107	0.00109375165632497	0.0620704064964421	0	5	5	YG2
GO:0098636	protein complex involved in cell adhesion	25.4614718614719	0.00277472362966491	0.139969391985319	0	5	5	YG2
GO:0019838	growth factor binding	9.68642951251647	0.00359166698349867	0.155856740693913	0	5	5	YG2
GO:0030139	endocytic vesicle	6.16713851315928	0.00381734664700162	0.155856740693913	0	5	5	YG2
GO:0015629	actin cytoskeleton	4.62215516157425	0.00411956142803294	0.155856740693913	0	5	5	YG2
GO:0045178	basal part of cell	17.4735591206179	0.00581417963597963	0.203049042671904	0	5	5	YG2
GO:0031983	vesicle lumen	5.28873302760543	0.00656461385984875	0.212881049455095	0	5	5	YG2
GO:0098631	cell adhesion mediator activity	15.1042629686697	0.00771566892055264	0.226165434723834	0	5	5	YG2
GO:0048306	calcium-dependent protein binding	14.8525252525253	0.00797058800788841	0.226165434723834	0	5	5	YG2
GO:0033267	axon part	4.76551612380489	0.00941251644430685	0.251369556806783	0	5	5	YG2
GO:0061134	peptidase regulator activity	6.33520034467902	0.0115793586115936	0.292057156092418	0	5	5	YG2
GO:0016528	sarcoplasm	11.573396300669	0.0128674789941887	0.307465024387457	0	5	5	YG2
GO:0046982	protein heterodimerization activity	3.80833980833981	0.0199796923395373	0.4313437578981	0	5	5	YG2
GO:0005796	Golgi lumen	9.09338280766852	0.0203000939385403	0.4313437578981	0	5	5	YG2
GO:0050839	cell adhesion molecule binding	3.7286674274122	0.021410788160007	0.4313437578981	0	5	5	YG2
GO:0098552	side of membrane	3.70541170541171	0.0218522168098156	0.4313437578981	0	5	5	YG2
GO:0030667	secretory granule membrane	4.56220912193609	0.0275030335229032	0.520265717474918	0	5	5	YG2
GO:0005788	endoplasmic reticulum lumen	4.36838978015449	0.0307346986736091	0.558142127912742	0	5	5	YG2
GO:0034399	nuclear periphery	6.70038733196628	0.0357155781537434	0.623648941607673	0	5	5	YG2
GO:0098978	glutamatergic synapse	3.81922077922078	0.0431005521365542	0.724727802592429	0	5	5	YG2
GO:0042629	mast cell granule	20.2534435261708	0.0482617025656262	0.78252903445694	0	5	5	YG2
GO:0070820	tertiary granule	5.4671872095185	0.0515415493578457	0.804622306978109	0	5	5	YG2
GO:0030427	site of polarized growth	5.36838262139467	0.0532418741603735	0.804622306978109	0	5	5	YG2
GO:0070325	lipoprotein particle receptor binding	17.1375291375291	0.0567904645662702	0.804622306978109	0	5	5	YG2
GO:0031252	cell leading edge	3.40134166088365	0.057263739056396	0.804622306978109	0	5	5	YG2
GO:0035035	histone acetyltransferase binding	15.3646812957158	0.0631383523938782	0.804622306978109	0	5	5	YG2
GO:0101002	ficolin-1-rich granule	4.86968041066402	0.0632462584168758	0.804622306978109	0	5	5	YG2
GO:0017137	Rab GTPase binding	4.86968041066402	0.0632462584168758	0.804622306978109	0	5	5	YG2
GO:0005484	SNAP receptor activity	14.8525252525253	0.0652450940886653	0.804622306978109	0	5	5	YG2
GO:0003779	actin binding	3.19027988717726	0.0667838453799998	0.804622306978109	0	5	5	YG2
GO:0050699	WW domain binding	14.3734115347019	0.0673472415532338	0.804622306978109	0	5	5	YG2
GO:0043394	proteoglycan binding	12.7307359307359	0.0757100829386652	0.88134301677318	0	5	5	YG2
GO:0042805	actinin binding	11.4250194250194	0.0840001895848491	0.948676178179572	0	5	5	YG2
GO:0043292	contractile fiber	3.9606734006734	0.0903599625371358	0.948676178179572	0	5	5	YG2
GO:0099568	cytoplasmic region	2.7906623647751	0.0913274499615173	0.948676178179572	0	5	5	YG2
GO:0015026	coreceptor activity	10.3622269203665	0.0922181744907869	0.948676178179572	0	5	5	YG2
GO:0019840	isoprenoid binding	10.1267217630854	0.0942614730544453	0.948676178179572	0	5	5	YG2
GO:0001047	core promoter binding	9.9016835016835	0.0963003114848147	0.948676178179572	0	5	5	YG2
GO:0048156	tau protein binding	9.9016835016835	0.0963003114848147	0.948676178179572	0	5	5	YG2
GO:0031201	SNARE complex	9.48033526756931	0.100364645654497	0.948676178179572	0	5	5	YG2
GO:0051018	protein kinase A binding	9.28282828282828	0.102390160199998	0.948676178179572	0	5	5	YG2
GO:0098531	transcription factor activity, direct ligand regulated sequence-specific DNA binding	9.28282828282828	0.102390160199998	0.948676178179572	0	5	5	YG2
GO:0031012	extracellular matrix	2.13099885526432	8.42139691314969e-11	3.82331419856996e-08	0	2	2	YG2
GO:0048018	receptor ligand activity	2.00119766998748	1.53195541807705e-08	3.4775387990349e-06	0	2	2	YG2
GO:0003779	actin binding	1.82011418495009	7.16997728522628e-06	0.00108505656249758	0	2	2	YG2
GO:0016528	sarcoplasm	3.12766032875223	1.09404033470373e-05	0.00124173577988873	0	2	2	YG2
GO:0097060	synaptic membrane	1.77355312440485	1.5630043362691e-05	0.00141920793733235	0	2	2	YG2
GO:0043292	contractile fiber	2.02178141745021	6.33296792216243e-05	0.00479194572776957	0	2	2	YG2
GO:0019838	growth factor binding	2.32685840883016	8.22994212787975e-05	0.00533770532293915	0	2	2	YG2
GO:0005201	extracellular matrix structural constituent	2.20167931721588	0.000110094852838749	0.00624788289859901	0	2	2	YG2
GO:0098978	glutamatergic synapse	1.75844014038737	0.000124180139844832	0.00626419816550595	0	2	2	YG2
GO:0022803	passive transmembrane transporter activity	1.63949323335517	0.000163339642988536	0.00741561979167953	0	2	2	YG2
GO:0060076	excitatory synapse	3.27659653488329	0.000197642023005096	0.00815722531311941	0	2	2	YG2
GO:0019199	transmembrane receptor protein kinase activity	2.6428515260787	0.0002788003099925	0.0105479450613829	0	2	2	YG2
GO:0001664	G protein-coupled receptor binding	1.81075071664603	0.000372503088388099	0.0130089540098613	0	2	2	YG2
GO:0043235	receptor complex	1.62174980009375	0.000596965584379716	0.0193587410934565	0	2	2	YG2
GO:0098793	presynapse	1.55123893922011	0.000659779765391999	0.0199693342325312	0	2	2	YG2
GO:0015629	actin cytoskeleton	1.52669911160278	0.00106756434612088	0.0302921383211798	0	2	2	YG2
GO:0008307	structural constituent of muscle	3.04078087517578	0.00124340728128403	0.0332062885707616	0	2	2	YG2
GO:0016323	basolateral plasma membrane	1.79631314663162	0.00150266492771023	0.0378968732084273	0	2	2	YG2
GO:0016229	steroid dehydrogenase activity	3.45275763890927	0.00158599249110158	0.0378968732084273	0	2	2	YG2
GO:0046873	metal ion transmembrane transporter activity	1.52039043758789	0.00192511013736207	0.0437000001181191	0	2	2	YG2
GO:0046332	SMAD binding	2.34140127388535	0.00224296988067851	0.0484908726584783	0	2	2	YG2
GO:0035004	phosphatidylinositol 3-kinase activity	2.28429392574181	0.00284533308976076	0.0587173283068811	0	2	2	YG2
GO:0052813	phosphatidylinositol bisphosphate kinase activity	2.35044143324398	0.00306539101633208	0.0605081531049897	0	2	2	YG2
GO:0004497	monooxygenase activity	2.1125425027537	0.00444303421257231	0.0836578164833056	0	2	2	YG2
GO:0005516	calmodulin binding	1.74211404306946	0.00460670795612916	0.0836578164833056	0	2	2	YG2
GO:0043025	neuronal cell body	1.43154457662596	0.00549278891228466	0.0955791675883784	0	2	2	YG2
GO:0008237	metallopeptidase activity	1.73571059685709	0.0056842236230974	0.0955791675883784	0	2	2	YG2
GO:0030547	receptor inhibitor activity	2.74449966169711	0.00726831961693142	0.117850610931674	0	2	2	YG2
GO:0005126	cytokine receptor binding	1.56256185118522	0.00786928986438629	0.119675579227602	0	2	2	YG2
GO:0016328	lateral plasma membrane	2.3891849733524	0.00790807792252879	0.119675579227602	0	2	2	YG2
GO:0005085	guanyl-nucleotide exchange factor activity	1.50467819598364	0.00822375995729541	0.120438290987488	0	2	2	YG2
GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	1.41629163285214	0.00969381549720083	0.137531007366537	0	2	2	YG2
GO:0042383	sarcolemma	1.79723765159643	0.0108707816823974	0.149555602539649	0	2	2	YG2
GO:0005581	collagen trimer	1.99922604666729	0.0122443979295575	0.162856407359755	0	2	2	YG2
GO:0044309	neuron spine	1.68244402913917	0.0129949868486534	0.162856407359755	0	2	2	YG2
GO:0004713	protein tyrosine kinase activity	1.65363813885964	0.0135316271496129	0.162856407359755	0	2	2	YG2
GO:0033267	axon part	1.43095570596507	0.0137761171361976	0.162856407359755	0	2	2	YG2
GO:0031045	dense core granule	3.34485896269336	0.0139103472773149	0.162856407359755	0	2	2	YG2
GO:0052742	phosphatidylinositol kinase activity	2.31567158955694	0.0140054160081589	0.162856407359755	0	2	2	YG2
GO:0045177	apical part of cell	1.4271398240825	0.0143485821462339	0.162856407359755	0	2	2	YG2
GO:0003707	steroid hormone receptor activity	2.27197967277285	0.0157854089966647	0.174794528889897	0	2	2	YG2
GO:0016638	oxidoreductase activity, acting on the CH-NH2 group of donors	3.18557996446986	0.0171591985017368	0.185482764756869	0	2	2	YG2
GO:0005200	structural constituent of cytoskeleton	1.85457526644384	0.0178591899458749	0.187556197895089	0	2	2	YG2
GO:0017147	Wnt-protein binding	2.5312446204166	0.0181772526594359	0.187556197895089	0	2	2	YG2
