MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:1919764	Fgfbp3	fibroblast growth factor binding protein 3	19		fibroblast growth factor binding			ISO	Q8TAT2 	J:73065 	
MGI:1919764	Fgfbp3	fibroblast growth factor binding protein 3	19		growth factor binding			IBA	PTN000391930 	J:265628 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		fibroblast growth factor binding			IBA	PTN000699279 	J:265628 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		fibroblast growth factor binding			IDA		J:31506 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		fibroblast growth factor binding			IPI	Q9EPC2 	J:117479 	
MGI:95522	Fgfr1	fibroblast growth factor receptor 1	8		fibroblast growth factor binding			ISO	P11362 	J:164563 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		fibroblast growth factor binding			IBA	PTN000699279 	J:265628 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		fibroblast growth factor binding			IDA		J:46380 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		fibroblast growth factor binding			ISO	RGD:2611 	J:155856 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		fibroblast growth factor binding			ISO	P21802 	J:73065 	
MGI:95523	Fgfr2	fibroblast growth factor receptor 2	7		fibroblast growth factor binding			ISO	P21802-18 	J:73065 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		fibroblast growth factor binding			IBA	PTN000699279 	J:265628 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		fibroblast growth factor binding			ISO	RGD:620714 	J:155856 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		fibroblast growth factor binding			ISO	P22607 	J:164563 	
MGI:95524	Fgfr3	fibroblast growth factor receptor 3	5		fibroblast growth factor binding			ISO	P22607-1 P22607-2 	J:73065 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		fibroblast growth factor binding			IBA	PTN000699279 	J:265628 	
MGI:95525	Fgfr4	fibroblast growth factor receptor 4	13		fibroblast growth factor binding			ISO	P22455 	J:164563 	
MGI:2150920	Fgfrl1	fibroblast growth factor receptor-like 1	5		fibroblast growth factor binding			IBA	PTN000459281 	J:265628 	
MGI:2150920	Fgfrl1	fibroblast growth factor receptor-like 1	5		fibroblast growth factor binding			IPI	PR:P15655 	J:70793 J:85277 	
MGI:1926233	Fibp	fibroblast growth factor (acidic) intracellular binding protein	19		fibroblast growth factor binding			IBA	PTN002663911 	J:265628 	
MGI:1926233	Fibp	fibroblast growth factor (acidic) intracellular binding protein	19		fibroblast growth factor binding			ISO	O43427 	J:73065 	
MGI:95558	Flt1	FMS-like tyrosine kinase 1	5		growth factor binding			ISO	RGD:2621 	J:155856 	
MGI:95558	Flt1	FMS-like tyrosine kinase 1	5		growth factor binding			ISO	P17948 	J:164563 	
MGI:95559	Flt3	FMS-like tyrosine kinase 3	5		growth factor binding			IBA	PTN001974966 	J:265628 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		growth factor binding			ISO	RGD:621737 	J:155856 	
MGI:95561	Flt4	FMS-like tyrosine kinase 4	11		growth factor binding			ISO	P35916 	J:164563 	
MGI:2443199	Fstl4	follistatin-like 4	11		brain-derived neurotrophic factor binding			IDA		J:209132 	
MGI:97513	Furin	furin (paired basic amino acid cleaving enzyme)	7		nerve growth factor binding			ISO	P09958 	J:164563 	
MGI:95708	Ghr	growth hormone receptor	15		growth factor binding			IBA	PTN002745520 	J:265628 	
MGI:95708	Ghr	growth hormone receptor	15		growth factor binding			ISO	P10912 	J:164563 	
MGI:95710	Ghrhr	growth hormone releasing hormone receptor	6		growth factor binding			IBA	PTN002898380 	J:265628 	
MGI:95710	Ghrhr	growth hormone releasing hormone receptor	6		growth factor binding			ISO	Q02643 	J:164563 	
MGI:104967	Glg1	golgi apparatus protein 1	8		fibroblast growth factor binding			IBA	PTN000223213 	J:265628 	
MGI:104967	Glg1	golgi apparatus protein 1	8		fibroblast growth factor binding			ISO	RGD:69345 	J:155856 	
MGI:1194891	Gpc1	glypican 1	1		fibroblast growth factor binding			IBA	PTN002585522 	J:265628 	
MGI:1194891	Gpc1	glypican 1	1		fibroblast growth factor binding			IDA		J:161728 	
MGI:1261831	Hap1	huntingtin-associated protein 1	11		brain-derived neurotrophic factor binding			ISO	RGD:68327 	J:155856 	
MGI:1346319	Hax1	HCLS1 associated X-1	3		interleukin-1 binding			ISO	O00165 	J:164563 	
MGI:96245	Hspa9	heat shock protein 9	18		fibroblast growth factor binding			ISO	RGD:1311806 	J:155856 	
MGI:1929076	Htra1	HtrA serine peptidase 1	7		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:1929076	Htra1	HtrA serine peptidase 1	7		insulin-like growth factor binding			IEA	IPR000867 	J:72247 	
MGI:1925808	Htra3	HtrA serine peptidase 3	5		insulin-like growth factor binding			IEA	IPR000867 	J:72247 	
MGI:3036260	Htra4	HtrA serine peptidase 4	8		insulin-like growth factor binding			IEA	IPR000867 	J:72247 	
MGI:1196334	Hyal2	hyaluronoglucosaminidase 2	9		transforming growth factor beta binding			IPI	P01137 	J:150686 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		insulin-like growth factor binding			IPI	PR:P05017 	J:86296 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		insulin-like growth factor binding			ISO	P08069 	J:164563 	
MGI:96433	Igf1r	insulin-like growth factor I receptor	7		insulin-like growth factor I binding			ISO	P08069 	J:164563 	
MGI:96435	Igf2r	insulin-like growth factor 2 receptor	17		insulin-like growth factor binding			IBA	PTN000824900 	J:265628 	
MGI:96435	Igf2r	insulin-like growth factor 2 receptor	17		insulin-like growth factor binding			IPI	PR:P09535 	J:86296 	
MGI:96435	Igf2r	insulin-like growth factor 2 receptor	17		insulin-like growth factor II binding			ISO	RGD:2871 	J:155856 	
MGI:107973	Igfals	insulin-like growth factor binding protein, acid labile subunit	17		insulin-like growth factor binding			ISO	RGD:68429 	J:155856 	
MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	11		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	11		insulin-like growth factor binding			IPI	PR:P05017 	J:3735 	
MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	11		insulin-like growth factor I binding			IBA	PTN000167605 	J:265628 	
MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	11		insulin-like growth factor I binding			ISO	P08833 	J:164563 	
MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	11		insulin-like growth factor II binding			IBA	PTN000167605 	J:265628 	
MGI:96436	Igfbp1	insulin-like growth factor binding protein 1	11		insulin-like growth factor II binding			ISO	P08833 	J:164563 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		insulin-like growth factor binding			IPI	PR:P05017 	J:3735 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		insulin-like growth factor I binding			IBA	PTN000167605 	J:265628 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		insulin-like growth factor I binding			ISO	RGD:2873 	J:155856 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		insulin-like growth factor I binding			ISO	P18065 	J:164563 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		insulin-like growth factor II binding			IBA	PTN000167605 	J:265628 	
MGI:96437	Igfbp2	insulin-like growth factor binding protein 2	1		insulin-like growth factor II binding			ISO	RGD:2873 	J:155856 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		insulin-like growth factor binding			IPI	PR:P05017 	J:3735 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		insulin-like growth factor I binding			IBA	PTN000167605 	J:265628 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		insulin-like growth factor I binding			ISO	P17936 	J:164563 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		insulin-like growth factor II binding			IBA	PTN000167605 	J:265628 	
MGI:96438	Igfbp3	insulin-like growth factor binding protein 3	11		insulin-like growth factor II binding			ISO	RGD:2874 	J:155856 	
MGI:96439	Igfbp4	insulin-like growth factor binding protein 4	11		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:96439	Igfbp4	insulin-like growth factor binding protein 4	11		insulin-like growth factor binding			IPI	PR:P05017 	J:3735 	
MGI:96439	Igfbp4	insulin-like growth factor binding protein 4	11		insulin-like growth factor I binding			IBA	PTN000167605 	J:265628 	
MGI:96439	Igfbp4	insulin-like growth factor binding protein 4	11		insulin-like growth factor II binding			IBA	PTN000167605 	J:265628 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		insulin-like growth factor binding			IPI	PR:P05017 PR:P09535 	J:86296 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		insulin-like growth factor binding			ISO	RGD:2876 	J:155856 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		insulin-like growth factor I binding			IBA	PTN000167605 	J:265628 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		insulin-like growth factor I binding			ISO	P24593 	J:164563 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		insulin-like growth factor I binding			TAS		J:89234 	
MGI:96440	Igfbp5	insulin-like growth factor binding protein 5	1		insulin-like growth factor II binding			IBA	PTN000167605 	J:265628 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		insulin-like growth factor binding			IEA	IPR000867 IPR022321 IPR022326 	J:72247 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		insulin-like growth factor I binding			IBA	PTN000167605 	J:265628 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		insulin-like growth factor I binding			ISO	RGD:2877 	J:155856 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		insulin-like growth factor II binding			IBA	PTN000167605 	J:265628 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		insulin-like growth factor II binding			ISO	RGD:2877 	J:155856 	
MGI:96441	Igfbp6	insulin-like growth factor binding protein 6	15		insulin-like growth factor II binding			ISO	P24592 	J:164563 	
MGI:1352480	Igfbp7	insulin-like growth factor binding protein 7	5		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:1352480	Igfbp7	insulin-like growth factor binding protein 7	5		insulin-like growth factor binding			IEA	IPR000867 IPR011390 	J:72247 	
MGI:1933198	Igfbpl1	insulin-like growth factor binding protein-like 1	4		insulin-like growth factor binding			IEA	IPR000867 IPR011390 	J:72247 	
MGI:96545	Il1r1	interleukin 1 receptor, type I	1		interleukin-1 binding			IBA	PTN000223711 	J:265628 	
MGI:96545	Il1r1	interleukin 1 receptor, type I	1		interleukin-1 binding			IPI	PR:000045524 	J:193599 	
MGI:96546	Il1r2	interleukin 1 receptor, type II	1		interleukin-1 binding			IBA	PTN000223887 	J:265628 	
MGI:96546	Il1r2	interleukin 1 receptor, type II	1		interleukin-1 binding			IPI	PR:000045525 	J:193599 	
MGI:96547	Il1rn	interleukin 1 receptor antagonist	2		interleukin-1 receptor antagonist activity			IBA	PTN007419360 	J:265628 	
MGI:96547	Il1rn	interleukin 1 receptor antagonist	2		interleukin-1 receptor antagonist activity			ISO	P18510 	J:164563 	
MGI:96547	Il1rn	interleukin 1 receptor antagonist	2		interleukin-1 type I receptor antagonist activity			ISO	P18510 	J:164563 	
MGI:96547	Il1rn	interleukin 1 receptor antagonist	2		interleukin-1 type II receptor antagonist activity			ISO	P18510 	J:164563 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		interleukin-2 binding			IBA	PTN000060419 	J:265628 	
MGI:96549	Il2ra	interleukin 2 receptor, alpha chain	2		interleukin-2 binding			IPI	P60568 PR:P04351 	J:16175 	
MGI:96550	Il2rb	interleukin 2 receptor, beta chain	15		interleukin-2 binding			IBA	PTN002745761 	J:265628 	
MGI:96550	Il2rb	interleukin 2 receptor, beta chain	15		interleukin-2 binding			IPI	PR:P04351 	J:16175 	
MGI:96550	Il2rb	interleukin 2 receptor, beta chain	15		interleukin-2 binding			ISO	RGD:2896 	J:155856 	
MGI:96550	Il2rb	interleukin 2 receptor, beta chain	15		interleukin-2 binding			ISO	P14784 	J:164563 	
MGI:96551	Il2rg	interleukin 2 receptor, gamma chain	X		interleukin-2 binding			IPI	PR:P04351 	J:16175 	
MGI:96553	Il3ra	interleukin 3 receptor, alpha chain	14		interleukin-3 binding		PR:P26952-1	IPI	PR:P01586 	J:147898 	
MGI:96553	Il3ra	interleukin 3 receptor, alpha chain	14		interleukin-3 binding		PR:P26952-3	IPI	PR:P01586 	J:147898 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		interleukin-11 binding			IBA	PTN002745550 	J:265628 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		interleukin-6 binding			IBA	PTN000140172 	J:265628 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		interleukin-6 binding		PR:P22272	IDA		J:1806 	
MGI:105304	Il6ra	interleukin 6 receptor, alpha	3		interleukin-6 binding			ISO	P08887 	J:164563 	
MGI:96560	Il6st	interleukin 6 signal transducer	13	contributes_to	growth factor binding			ISO	P40189 	J:164563 	
MGI:96560	Il6st	interleukin 6 signal transducer	13		growth factor binding			ISO	P40189 	J:164563 	
MGI:96560	Il6st	interleukin 6 signal transducer	13	contributes_to	interleukin-11 binding			IDA		J:21233 	
MGI:96560	Il6st	interleukin 6 signal transducer	13	contributes_to	interleukin-6 binding			IBA	PTN000547687 	J:265628 	
MGI:96560	Il6st	interleukin 6 signal transducer	13	contributes_to	interleukin-6 binding			ISO	P40189 	J:164563 	
MGI:96564	Il9r	interleukin 9 receptor	11		interleukin-9 binding			IBA	PTN000548128 	J:265628 	
MGI:96538	Il10ra	interleukin 10 receptor, alpha	9		interleukin-10 binding			ISO	RGD:620138 	J:155856 	
MGI:107426	Il11ra1	interleukin 11 receptor, alpha chain 1	4		interleukin-11 binding			IBA	PTN002745550 	J:265628 	
MGI:107426	Il11ra1	interleukin 11 receptor, alpha chain 1	4		interleukin-11 binding			IPI	PR:P47873 	J:21233 	
MGI:109123	Il11ra2	interleukin 11 receptor, alpha chain 2	4		interleukin-11 binding			IBA	PTN002745550 	J:265628 	
MGI:1859325	Il36rn	interleukin 36 receptor antagonist	2		interleukin-1 receptor antagonist activity			IEA	IPR027171 	J:72247 	
MGI:96575	Insr	insulin receptor	8		insulin-like growth factor I binding			ISO	P06213 	J:164563 	
MGI:96575	Insr	insulin receptor	8		insulin-like growth factor II binding			ISO	P06213 	J:164563 	
MGI:96605	Itga6	integrin alpha 6	2		insulin-like growth factor I binding			ISO	P23229 	J:164563 	
MGI:96605	Itga6	integrin alpha 6	2		neuregulin binding			ISO	P23229 	J:164563 	
MGI:96608	Itgav	integrin alpha V	2	contributes_to	fibroblast growth factor binding			ISO	P06756 	J:164563 	
MGI:96608	Itgav	integrin alpha V	2	contributes_to	insulin-like growth factor I binding			ISO	P06756 	J:164563 	
MGI:96608	Itgav	integrin alpha V	2	contributes_to	neuregulin binding			ISO	P06756 	J:164563 	
MGI:96612	Itgb3	integrin beta 3	11	contributes_to	fibroblast growth factor binding			ISO	P05106 	J:164563 	
MGI:96612	Itgb3	integrin beta 3	11	contributes_to	insulin-like growth factor I binding			ISO	P05106 	J:164563 	
MGI:96612	Itgb3	integrin beta 3	11	contributes_to	neuregulin binding			ISO	P05106 	J:164563 	
MGI:96613	Itgb4	integrin beta 4	11	contributes_to	insulin-like growth factor I binding			ISO	P16144 	J:164563 	
MGI:96613	Itgb4	integrin beta 4	11	contributes_to	neuregulin binding			ISO	P16144 	J:164563 	
MGI:2147606	Kazald1	Kazal-type serine peptidase inhibitor domain 1	19		insulin-like growth factor binding			IEA	IPR000867 IPR011390 	J:72247 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		growth factor binding	happens in decidua,uses PR:Q00731-2|happens in placenta		IPI	PR:Q00731 	J:63336 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		growth factor binding			IPI	P15692 	J:36300 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		growth factor binding			ISO	RGD:2965 	J:155856 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		growth factor binding			ISO	P35968 	J:164563 	
MGI:96683	Kdr	kinase insert domain protein receptor	5		vascular endothelial growth factor binding			ISO	P35968 	J:164563 	
MGI:1101771	Kl	klotho	5		fibroblast growth factor binding			IBA	PTN002570628 	J:265628 	
MGI:1101771	Kl	klotho	5		fibroblast growth factor binding			IPI	Q9EPC2 	J:117479 	
MGI:1101771	Kl	klotho	5		fibroblast growth factor binding			ISO	Q9UEF7 	J:164563 	
MGI:1932466	Klb	klotho beta	5		fibroblast growth factor binding			IBA	PTN002570628 	J:265628 	
MGI:1932466	Klb	klotho beta	5		fibroblast growth factor binding			ISO	Q86Z14 	J:164563 	
MGI:96788	Lifr	LIF receptor alpha	15		growth factor binding			ISO	P42702 	J:164563 	
MGI:95794	Lrp2	low density lipoprotein receptor-related protein 2	2		insulin-like growth factor I binding			ISO	RGD:68407 	J:155856 	
MGI:93882	Lrrc32	leucine rich repeat containing 32	7		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:93882	Lrrc32	leucine rich repeat containing 32	7		transforming growth factor beta binding			IPI	P17125 	J:248781 	
MGI:93882	Lrrc32	leucine rich repeat containing 32	7		transforming growth factor beta binding			ISO	Q14392 	J:164563 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:109151	Ltbp1	latent transforming growth factor beta binding protein 1	17		transforming growth factor beta binding			ISO	Q14766 	J:164563 	
MGI:99502	Ltbp2	latent transforming growth factor beta binding protein 2	12		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:1101355	Ltbp3	latent transforming growth factor beta binding protein 3	19		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:1101355	Ltbp3	latent transforming growth factor beta binding protein 3	19		transforming growth factor beta binding			ISO	Q9NS15 	J:164563 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		growth factor binding			IEA	KW-0340 	J:60000 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		transforming growth factor beta binding			IBA	PTN002778460 	J:265628 	
MGI:1321395	Ltbp4	latent transforming growth factor beta binding protein 4	7		transforming growth factor beta binding			ISO	Q8N2S1 	J:164563 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		nerve growth factor binding			IBA	PTN001133900 	J:265628 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		nerve growth factor binding			IDA		J:43748 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		nerve growth factor binding			ISO	RGD:3177 	J:155856 	
MGI:97323	Ngfr	nerve growth factor receptor (TNFR superfamily, member 16)	11		neurotrophin binding			ISO	RGD:3177 	J:155856 	
MGI:1919543	Nkd2	naked cuticle 2	13		growth factor binding			ISO	Q969F2 	J:164563 	
MGI:3041206	Nlrp2	NLR family, pyrin domain containing 2	7		interleukin-1 binding			ISO	Q8WX94 	J:164563 	
MGI:1914419	Nradd	neurotrophin receptor associated death domain	9		nerve growth factor binding			IBA	PTN001133900 	J:265628 	
MGI:106206	Nrp1	neuropilin 1	8		growth factor binding	happens in decidua,uses PR:Q00731-2|happens in placenta		IPI	PR:Q00731 	J:63336 	
MGI:106206	Nrp1	neuropilin 1	8		growth factor binding			ISO	O14786 	J:164563 	
MGI:106206	Nrp1	neuropilin 1	8		vascular endothelial growth factor binding			IPI	P15692-4 	J:208348 	
MGI:106206	Nrp1	neuropilin 1	8		vascular endothelial growth factor binding			ISO	O14786 	J:164563 	
MGI:2445095	Nrros	negative regulator of reactive oxygen species	16		growth factor binding			IEA	KW-0340 	J:60000 	
